product,product_group,product_type,franchise,gender,margin,yearly_targets,daily_targets,country,channel,rrp,sales_qty,discount,sales,cost price,profit,date,image_url
Product 26P40,Group A,Type Z,Franchise B,F,0.1,200000,547.9452055,Country B,Channel Y,30,284,0.15,3367,788.1818182,78.81818182,06-07-2022,http://assets.myntassets.com/v1/images/style/properties/ecd25a12d12fee2264083bec8b7ed930_images.jpg
Product H91GS,Group B,Type X,Franchise A,F,0.2,100000,273.9726027,Country B,Channel X,20,267,0.05,2823,269.1666667,53.83333333,05-04-2022,http://assets.myntassets.com/v1/images/style/properties/703eb2003943c72c6aa6167cbbbd188c_images.jpg
Product 5FWL6,Group B,Type Z,Franchise B,F,0.3,300000,821.9178082,Country B,Channel Y,30,277,0.1,3229,560.7692308,168.2307692,11-09-2022,http://assets.myntassets.com/v1/images/style/properties/b195175351bea50442ecc6d5bd629011_images.jpg
Product 9OGNO,Group B,Type Z,Franchise B,F,0.3,300000,821.9178082,Country B,Channel Z,10,275,0.1,2725,173.0769231,51.92307692,24-01-2022,http://assets.myntassets.com/v1/images/style/properties/066e2d2c5c6fd5997b95021a4b7c6001_images.jpg
Product 21N7B,Group C,Type X,Franchise C,F,0.2,300000,821.9178082,Country A,Channel Z,30,265,0.15,2882.5,318.75,63.75,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/d3c90c02524e4398baeacd91d85a8893_images.jpg
Product RTAHM,Group B,Type Z,Franchise A,F,0.2,100000,273.9726027,Country B,Channel Y,30,259,0.15,2729.5,191.25,38.25,21-01-2022,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Brick-Lipstick-51_ea6c2e5878d87bbed0191438ad7b55f3_images.jpg
Product Z8IXU,Group A,Type X,Franchise B,F,0.1,300000,821.9178082,Country B,Channel Y,20,335,0.1,4030,1390.909091,139.0909091,15-06-2022,http://assets.myntassets.com/v1/images/style/properties/d0e9e44fe7a79b0e0ad354e8c74b0d52_images.jpg
Product EYP3Y,Group C,Type Y,Franchise A,F,0.3,300000,821.9178082,Country C,Channel Z,30,274,0.1,3148,498.4615385,149.5384615,13-04-2022,http://assets.myntassets.com/v1/images/style/properties/6b1d5e664a4dfdfac8ab8f5587257285_images.jpg
Product K7WK4,Group C,Type Z,Franchise B,F,0.1,200000,547.9452055,Country C,Channel Y,30,318,0.05,4438,1761.818182,176.1818182,18-09-2022,http://assets.myntassets.com/v1/images/style/properties/2169ea6c58522f56a03ef5cb8a8b2373_images.jpg
Product 78EJ3,Group B,Type X,Franchise C,F,0.2,300000,821.9178082,Country C,Channel X,30,255,0.05,2642.5,118.75,23.75,18-03-2022,http://assets.myntassets.com/v1/image/style/properties/27418/Jockey-Women-Red-Relaxed-Capris_1_ef9cf7053219317ff1901a1fcb9615f9.jpg
Product DGTOA,Group C,Type X,Franchise A,F,0.1,100000,273.9726027,Country C,Channel Z,20,282,0.15,3044,494.5454545,49.45454545,27-11-2022,http://assets.myntassets.com/v1/images/style/properties/dbfad4b687f66fef421fd8f883d7227f_images.jpg
Product QOMVE,Group B,Type Z,Franchise C,F,0.2,300000,821.9178082,Country C,Channel Z,30,295,0.15,3647.5,956.25,191.25,18-03-2022,http://assets.myntassets.com/v1/images/style/properties/af7bdcc918f7a88a64f613560501d143_images.jpg
Product MMVLS,Group A,Type Z,Franchise B,F,0.1,300000,821.9178082,Country B,Channel Z,10,309,0.05,3060.5,509.5454545,50.95454545,15-12-2022,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Yellow-Pyjama-Set_367c2f328a8a1dbc508b8009dc8a2755_images.jpg
Product 9B5ZH,Group A,Type Z,Franchise C,F,0.2,100000,273.9726027,Country B,Channel X,20,300,0.15,3350,708.3333333,141.6666667,23-04-2022,http://assets.myntassets.com/v1/images/style/properties/2250323f83ae2fe7b8fac8aa55a6f798_images.jpg
Product S97C7,Group A,Type Z,Franchise B,F,0.3,300000,821.9178082,Country A,Channel Z,10,281,0.1,2779,214.6153846,64.38461538,04-06-2022,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Grace-Black-Sandals_632d064a8a8ff4733d1389a9642a10a7_images.jpg
Product N5Z3T,Group A,Type Z,Franchise A,F,0.1,300000,821.9178082,Country C,Channel X,10,265,0.15,2627.5,115.9090909,11.59090909,24-12-2022,http://assets.myntassets.com/v1/images/style/properties/fc91ccad406b0cb594333513d20ca976_images.jpg
Product HLVF5,Group A,Type Z,Franchise A,F,0.1,300000,821.9178082,Country B,Channel Z,10,348,0.1,3382,801.8181818,80.18181818,07-06-2022,http://assets.myntassets.com/v1/images/style/properties/87cca64e7f8d6a7772425018631d1391_images.jpg
Product LUPOR,Group B,Type Y,Franchise C,F,0.1,100000,273.9726027,Country B,Channel X,30,264,0.05,2899,362.7272727,36.27272727,10-12-2022,http://assets.myntassets.com/v1/images/style/properties/8fe28ccbbb8ce6218df1e3e04d7c491f_images.jpg
Product IO39I,Group C,Type X,Franchise C,F,0.2,300000,821.9178082,Country A,Channel Z,10,328,0.1,3202,585,117,20-12-2022,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Blue---Black-Nightdress_e79589bf50832bfcafc0913b46bd7d55_images.jpg
Product AT1W3,Group A,Type Z,Franchise C,F,0.2,200000,547.9452055,Country A,Channel Y,30,288,0.1,3526,855,171,28-08-2022,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Blue-Bra_7c067fc6505ec517fd835db12b92899a_images.jpg
Product O7D76,Group A,Type Y,Franchise C,F,0.2,100000,273.9726027,Country A,Channel Z,10,265,0.15,2627.5,106.25,21.25,28-01-2022,http://assets.myntassets.com/v1/images/style/properties/5d185582bd2230fbb16dc99316c6659c_images.jpg
Product RDBNL,Group A,Type Y,Franchise A,F,0.1,300000,821.9178082,Country A,Channel X,30,296,0.05,3811,1191.818182,119.1818182,12-03-2022,http://assets.myntassets.com/v1/images/style/properties/51526845111a4fd6533e4a17135732c9_images.jpg
Product N4L12,Group A,Type Y,Franchise A,F,0.2,300000,821.9178082,Country C,Channel X,30,321,0.05,4523.5,1686.25,337.25,02-08-2022,http://assets.myntassets.com/v1/images/style/properties/e3def139254af4876ec247d499600c32_images.jpg
Product P0IKF,Group C,Type Z,Franchise A,F,0.3,100000,273.9726027,Country B,Channel Y,20,310,0.1,3580,830.7692308,249.2307692,16-03-2022,http://assets.myntassets.com/v1/images/style/properties/de727bf24e2fb75b1f19e764ac9a9048_images.jpg
Product 2K6QX,Group B,Type Y,Franchise B,F,0.1,100000,273.9726027,Country A,Channel Y,30,259,0.05,2756.5,233.1818182,23.31818182,27-07-2022,http://assets.myntassets.com/assets/images/56020/2019/1/11/7e03be8a-280d-414a-adfc-7db3882f0e5c1547190771153-Colorbar-Soft-Touch-Felin-Lipstick-036-5981547190770948-1.jpg
Product 8WQ1R,Group C,Type Y,Franchise C,F,0.3,100000,273.9726027,Country B,Channel X,30,287,0.1,3499,768.4615385,230.5384615,30-10-2022,http://assets.myntassets.com/v1/images/style/properties/027061d1cde925816fe9348dbaa8e7f2_images.jpg
Product 7XAVY,Group A,Type X,Franchise B,F,0.2,100000,273.9726027,Country A,Channel X,10,320,0.15,3095,495.8333333,99.16666667,06-03-2022,http://assets.myntassets.com/v1/images/style/properties/aeaa25e22521dccc8ba43a44b5bdbdb4_images.jpg
Product 26EUP,Group A,Type Y,Franchise B,F,0.1,200000,547.9452055,Country B,Channel X,20,336,0.15,3962,1329.090909,132.9090909,09-08-2022,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Women-Deo_5ccea93953a63a73cbe371f15819b80d_images.jpg
Product DTFCB,Group C,Type Z,Franchise B,F,0.2,100000,273.9726027,Country A,Channel Z,20,286,0.05,3184,570,114,27-09-2022,http://assets.myntassets.com/v1/images/style/properties/23ab4a7ad02b8375e28930143ca358fd_images.jpg
Product 5IYRO,Group A,Type X,Franchise B,F,0.1,200000,547.9452055,Country C,Channel Z,20,345,0.1,4210,1554.545455,155.4545455,29-08-2022,http://assets.myntassets.com/v1/images/style/properties/412580b9038a38e27506054eac80a836_images.jpg
Product QKP71,Group A,Type Y,Franchise B,F,0.1,300000,821.9178082,Country B,Channel X,10,290,0.1,2860,327.2727273,32.72727273,08-03-2022,http://assets.myntassets.com/v1/images/style/properties/99ce134e00a45737611cac9767455fa7_images.jpg
Product W8AI0,Group A,Type Z,Franchise A,F,0.2,100000,273.9726027,Country A,Channel Z,10,300,0.05,2975,395.8333333,79.16666667,15-01-2022,http://assets.myntassets.com/v1/images/style/properties/e51461f59715c36c77dc59f328504cbc_images.jpg
Product MI10B,Group B,Type Z,Franchise B,F,0.2,100000,273.9726027,Country B,Channel X,30,258,0.05,2728,190,38,27-11-2022,http://assets.myntassets.com/v1/images/style/properties/00027e9cde1f4471714cfd963c8e354f_images.jpg
Product IYZJM,Group A,Type X,Franchise A,F,0.3,100000,273.9726027,Country B,Channel Z,30,333,0.1,4741,1723.846154,517.1538462,20-07-2022,http://assets.myntassets.com/v1/images/style/properties/b9305a2221316f4a796217d426d8d9ed_images.jpg
Product 8ICXL,Group C,Type X,Franchise C,F,0.3,100000,273.9726027,Country C,Channel Z,20,321,0.1,3778,983.0769231,294.9230769,01-01-2022,http://assets.myntassets.com/v1/images/style/properties/6e0a2326ce392bba5f84cd74eea89f2c_images.jpg
Product WTG7T,Group A,Type Y,Franchise A,F,0.3,200000,547.9452055,Country C,Channel Y,20,292,0.1,3256,581.5384615,174.4615385,09-03-2022,http://assets.myntassets.com/v1/images/style/properties/9e3bafb34e4d576de178770a4a3f7e08_images.jpg
Product 9PQGX,Group C,Type Z,Franchise C,F,0.2,100000,273.9726027,Country B,Channel Y,30,302,0.1,3904,1170,234,09-05-2022,http://assets.myntassets.com/v1/images/style/properties/5c966372ea55d6c79165c24a500148d6_images.jpg
Product ND6AG,Group A,Type Z,Franchise B,F,0.2,200000,547.9452055,Country B,Channel X,10,284,0.15,2789,240.8333333,48.16666667,18-06-2022,http://assets.myntassets.com/v1/images/style/properties/0141f6778fac39ec615ddf72d7048871_images.jpg
Product M6Z83,Group B,Type X,Franchise A,F,0.1,300000,821.9178082,Country A,Channel Z,20,254,0.1,2572,65.45454545,6.545454545,13-09-2022,http://assets.myntassets.com/v1/images/style/properties/45e9de20c32722d48ec88147e8f75cc0_images.jpg
Product B5WOL,Group B,Type Y,Franchise A,F,0.3,300000,821.9178082,Country A,Channel Y,30,285,0.05,3497.5,767.3076923,230.1923077,24-09-2022,http://assets.myntassets.com/v1/images/style/properties/082147936cb571867ca64b0d078f659d_images.jpg
Product FQAPU,Group C,Type Z,Franchise A,F,0.2,100000,273.9726027,Country B,Channel Z,30,326,0.05,4666,1805,361,05-07-2022,http://assets.myntassets.com/v1/images/style/properties/b222e8d07fb08047514b355c4f0d1659_images.jpg
Product 7FVMO,Group B,Type Y,Franchise B,F,0.2,200000,547.9452055,Country C,Channel X,10,283,0.15,2780.5,233.75,46.75,23-10-2022,http://assets.myntassets.com/v1/images/style/properties/Enamor-Women-Skin-Bra_49c200489067b767da0e0d278c7c521d_images.jpg
Product 8WL2P,Group B,Type X,Franchise B,F,0.2,100000,273.9726027,Country C,Channel Z,30,349,0.15,5024.5,2103.75,420.75,29-06-2022,http://assets.myntassets.com/v1/images/style/properties/f6baea2cad7af91ab8ae8902f60a63d0_images.jpg
Product IAP8B,Group C,Type X,Franchise A,F,0.3,300000,821.9178082,Country C,Channel X,10,260,0.1,2590,69.23076923,20.76923077,10-01-2022,http://assets.myntassets.com/v1/images/style/properties/05459a6a4dce63440b50062002de33c9_images.jpg
Product LLVO2,Group C,Type X,Franchise C,F,0.2,200000,547.9452055,Country B,Channel Y,10,337,0.1,3283,652.5,130.5,18-03-2022,http://assets.myntassets.com/v1/images/style/properties/8dbb5553ab4000deb3e567c0e7a44130_images.jpg
Product 5GH7N,Group B,Type Y,Franchise B,F,0.2,100000,273.9726027,Country A,Channel X,20,342,0.05,4248,1456.666667,291.3333333,21-06-2022,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Orange-Handbag_621ad6bad2ee901ef7ed951e82db4eec_images.jpg
Product Y9DAA,Group B,Type Y,Franchise A,F,0.1,100000,273.9726027,Country C,Channel Z,20,300,0.1,3400,818.1818182,81.81818182,03-07-2022,http://assets.myntassets.com/v1/images/style/properties/Revlon-Peony-Pivoine-Lip-Gloss-008_062a62c18114d1f9557761c6b5a55e3a_images.jpg
Product EANZE,Group B,Type Z,Franchise C,F,0.3,200000,547.9452055,Country B,Channel Z,20,268,0.1,2824,249.2307692,74.76923077,21-04-2022,http://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-Pink-Striped-Shirt_d46f48638f5eff667cc35cdcef004cad_images.jpg
Product BI13O,Group B,Type X,Franchise C,F,0.1,200000,547.9452055,Country B,Channel Y,20,275,0.1,2950,409.0909091,40.90909091,01-10-2022,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Black-Watch_33bebfabf526930310c189dd322da91b_images.jpg
Product S3S6J,Group B,Type X,Franchise B,F,0.1,200000,547.9452055,Country B,Channel X,10,298,0.15,2908,370.9090909,37.09090909,11-05-2022,http://assets.myntassets.com/v1/images/style/properties/51ea96443d35e7c41f6ce9f5c22c0519_images.jpg
Product ARQTN,Group B,Type Z,Franchise B,F,0.2,200000,547.9452055,Country C,Channel Y,20,281,0.15,3027,439.1666667,87.83333333,28-11-2022,http://assets.myntassets.com/v1/images/style/properties/6b41ae986eed134003c5e52653ca43bc_images.jpg
Product H7CUB,Group C,Type X,Franchise B,F,0.1,300000,821.9178082,Country A,Channel X,10,256,0.15,2551,46.36363636,4.636363636,28-02-2022,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Pink-Shirt_2be751c2df8558fb7682f836dd678492_images.jpg
Product R6VC6,Group A,Type Y,Franchise A,F,0.1,100000,273.9726027,Country A,Channel Y,10,275,0.15,2712.5,193.1818182,19.31818182,09-10-2022,http://assets.myntassets.com/v1/images/style/properties/98648296abe452350f67540957a1c0cc_images.jpg
Product 9QS3W,Group C,Type X,Franchise C,F,0.1,100000,273.9726027,Country B,Channel Y,30,347,0.1,5119,2380.909091,238.0909091,19-12-2022,http://assets.myntassets.com/v1/images/style/properties/2a8c4ad943736caa507e7a9ff5d5665e_images.jpg
Product Y6HN4,Group B,Type Y,Franchise C,F,0.1,200000,547.9452055,Country B,Channel X,20,300,0.1,3400,818.1818182,81.81818182,16-01-2022,http://assets.myntassets.com/v1/images/style/properties/bfe49e54d2b41e43de5baa1e373c27b6_images.jpg
Product 1KZIZ,Group A,Type Y,Franchise C,F,0.2,300000,821.9178082,Country A,Channel Z,30,268,0.1,2986,405,81,10-11-2022,http://assets.myntassets.com/v1/images/style/properties/437ba16eb3cd98b8f0766a1f7be7ba2a_images.jpg
Product 49OMM,Group A,Type Z,Franchise B,F,0.1,100000,273.9726027,Country B,Channel Y,20,265,0.1,2770,245.4545455,24.54545455,03-12-2022,http://assets.myntassets.com/v1/images/style/properties/a05fe01290b257157bc99ca67515ad3e_images.jpg
Product XGMLP,Group B,Type Y,Franchise C,F,0.1,300000,821.9178082,Country A,Channel X,30,285,0.1,3445,859.0909091,85.90909091,21-04-2022,http://assets.myntassets.com/v1/images/style/properties/de0c33357f14d46e6d18408897a782b1_images.jpg
Product 8FVEH,Group C,Type X,Franchise B,F,0.3,300000,821.9178082,Country C,Channel X,10,333,0.1,3247,574.6153846,172.3846154,27-11-2022,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Dark-Blue-and-White-Striped-Polo-T-shirt_ac7b34043d97e3eddc1e56d3cb1b7552_images.jpg
Product FFWEX,Group B,Type Z,Franchise B,F,0.2,300000,821.9178082,Country C,Channel Y,10,287,0.05,2851.5,292.9166667,58.58333333,24-07-2022,http://assets.myntassets.com/v1/images/style/properties/a070c22157c158ab1b27f2ca3c8ac3c2_images.jpg
Product 1I7UW,Group A,Type Z,Franchise B,F,0.3,100000,273.9726027,Country A,Channel Z,30,347,0.1,5119,2014.615385,604.3846154,13-10-2022,http://assets.myntassets.com/v1/images/style/properties/79bf7d8999eeeabe2470ebff7e3a6b9f_images.jpg
Product BXBJ8,Group C,Type Z,Franchise C,F,0.3,100000,273.9726027,Country C,Channel X,10,345,0.15,3307.5,621.1538462,186.3461538,31-10-2022,http://assets.myntassets.com/v1/images/style/properties/Estelle-Pendant-With-Chain_d893271f4ab7f35c250b53eac17e4d6a_images.jpg
Product 1GGGZ,Group B,Type Y,Franchise C,F,0.3,300000,821.9178082,Country C,Channel Z,20,313,0.1,3634,872.3076923,261.6923077,12-05-2022,http://assets.myntassets.com/v1/images/style/properties/cb9cc14c84fd1999414a247bb43c6bdb_images.jpg
Product IY132,Group B,Type Z,Franchise C,F,0.3,200000,547.9452055,Country B,Channel X,10,312,0.15,3027,405.3846154,121.6153846,02-04-2022,http://assets.myntassets.com/v1/images/style/properties/958c2e26ee3e6ec44b17faf89a9783f7_images.jpg
Product NVWM3,Group C,Type Y,Franchise C,F,0.2,300000,821.9178082,Country B,Channel X,30,311,0.05,4238.5,1448.75,289.75,19-03-2022,http://assets.myntassets.com/v1/images/style/properties/b3f685b0647893db1800788d924c9f24_images.jpg
Product Q2LRU,Group C,Type Z,Franchise C,F,0.3,300000,821.9178082,Country B,Channel Y,30,348,0.1,5146,2035.384615,610.6153846,12-10-2022,http://assets.myntassets.com/v1/images/style/properties/2a899ab5a898a51c8954ae04dc89c973_images.jpg
Product VPPOW,Group B,Type X,Franchise A,F,0.3,300000,821.9178082,Country B,Channel X,10,329,0.05,3250.5,577.3076923,173.1923077,31-12-2022,http://assets.myntassets.com/v1/images/style/properties/2819f41dd9685b02ece177ea8b74afb2_images.jpg
Product DDUN5,Group C,Type X,Franchise B,F,0.1,200000,547.9452055,Country B,Channel Y,10,342,0.1,3328,752.7272727,75.27272727,17-09-2022,http://assets.myntassets.com/v1/images/style/properties/8849f92ae462d1415015d6a437714e6e_images.jpg
Product 3N2YX,Group B,Type Z,Franchise A,F,0.2,300000,821.9178082,Country B,Channel Y,30,300,0.1,3850,1125,225,01-11-2022,http://assets.myntassets.com/v1/images/style/properties/ab3bfd44385bbe6ae244d3fca6e3b178_images.jpg
Product BIUI0,Group C,Type X,Franchise B,F,0.1,300000,821.9178082,Country C,Channel Z,20,326,0.15,3792,1174.545455,117.4545455,06-03-2022,http://assets.myntassets.com/v1/images/style/properties/9841b963bf23a9d00ce2db57f9fdf0d4_images.jpg
Product 97Z72,Group A,Type X,Franchise C,F,0.2,200000,547.9452055,Country A,Channel Z,10,330,0.15,3180,566.6666667,113.3333333,06-04-2022,http://assets.myntassets.com/v1/images/style/properties/3922ae10ef897f9fe0283a9457bd1d12_images.jpg
Product DBIPQ,Group B,Type Y,Franchise C,F,0.1,300000,821.9178082,Country A,Channel Y,20,285,0.15,3095,540.9090909,54.09090909,04-08-2022,http://assets.myntassets.com/v1/images/style/properties/9a61d89eaedfb7027fbccf03f9943945_images.jpg
Product 6RPGB,Group A,Type Y,Franchise A,F,0.2,200000,547.9452055,Country A,Channel Z,30,290,0.05,3640,950,190,25-02-2022,http://assets.myntassets.com/v1/images/style/properties/9a9899e971c7859d1b8d7b46f470fccd_images.jpg
Product 013VB,Group A,Type X,Franchise A,F,0.3,100000,273.9726027,Country B,Channel Z,10,303,0.05,3003.5,387.3076923,116.1923077,08-09-2022,http://assets.myntassets.com/v1/images/style/properties/715b4ea4f6e79cad4ff16bcae4eae3f3_images.jpg
Product 4ZIU5,Group C,Type Z,Franchise B,F,0.1,200000,547.9452055,Country C,Channel X,10,297,0.05,2946.5,405.9090909,40.59090909,16-02-2022,http://assets.myntassets.com/v1/images/style/properties/4aefd2f041e97505c36977e61f06d35f_images.jpg
Product MM0T8,Group C,Type Z,Franchise A,F,0.1,200000,547.9452055,Country B,Channel Y,10,283,0.15,2780.5,255,25.5,13-03-2022,http://assets.myntassets.com/v1/images/style/properties/54a604f492a24923ea8432d5ce28ae48_images.jpg
Product KIS9W,Group A,Type X,Franchise A,F,0.1,200000,547.9452055,Country C,Channel X,30,303,0.1,3931,1300.909091,130.0909091,21-08-2022,http://assets.myntassets.com/v1/images/style/properties/ce2112b365107177b167f2c3ea20da3f_images.jpg
Product 3GG7D,Group B,Type X,Franchise C,F,0.3,300000,821.9178082,Country B,Channel Z,20,343,0.15,4081,1216.153846,364.8461538,30-04-2022,http://assets.myntassets.com/v1/images/style/properties/fe675fa4821d1e74d0ee0a2798fd6b97_images.jpg
Product ERAXL,Group B,Type Y,Franchise A,F,0.3,100000,273.9726027,Country B,Channel Y,20,273,0.05,2937,336.1538462,100.8461538,03-11-2022,http://assets.myntassets.com/v1/images/style/properties/b3fb684873bf4f798a50c9c1fcaa680a_images.jpg
Product 44R9Z,Group B,Type Y,Franchise B,F,0.2,100000,273.9726027,Country C,Channel X,30,274,0.05,3184,570,114,22-01-2022,http://assets.myntassets.com/v1/images/style/properties/4aee26ace1ca3775fef111edf24e4dfe_images.jpg
Product U4OXK,Group C,Type Y,Franchise C,F,0.2,200000,547.9452055,Country B,Channel X,30,270,0.15,3010,425,85,17-11-2022,http://assets.myntassets.com/v1/images/style/properties/6f95f0cb9f9f6e5e6ed76db4cca1621a_images.jpg
